PAP ID,PAP Refs ,X Coord,Y Coord
15731,BUN0573,171564.782,83010.964
15735,BUN0574,171565.424,83015.451
15736,BUN0575,171567.134,83031.687
15744,BUN0576,171572.179,83092.784
15751,BUN0577,171614.464,83190.545
15753,BUN0578,171629.035,83216.551
15756,BUN0579,171652.213,83249.321
15759,BUN0580,171674.899,83283.508
15766,BUN0581,171714.966,83342.252
15771,BUN0582,171767.987,83420.554
15796,BUN0583,171709.329,83545.291
15798,BUN0584,171589.454,83634.273
15799,BUN0585,171575.320,83695.458
15802,BUN0586,171563.613,83747.498
15803,BUN0587,171554.372,83785.549
15804,BUN0588,171573.962,83841.332
15621,BUN0589,171593.370,83896.825
15624,BUN0590,171617.336,83956.720
15625,BUN0591,171666.784,84010.669
15627,BUN0592,171705.861,84059.014
15630,BUN0593,171716.603,84086.547
15633,BUN0594,171718.722,84106.963
15635,BUN0595,171720.110,84122.386
15641,BUN0596,171717.162,84133.725
15640,BUN0597,171722.516,84133.968
15647,BUN0598,171722.273,84146.130
15519,BUN0599,171728.699,84209.077
15543,BUN0600,171731.903,84245.750
15550,BUN0601,171728.924,84263.473
15557,BUN0602,171733.021,84260.450
15567,BUN0603,171734.644,84277.625
15570,BUN0604,171747.963,84296.832
15578,BUN0605,171775.343,84307.449
15588,BUN0606,171801.449,84317.456
15591,BUN0607,171819.138,84324.434
15615,BUN0608,171831.472,84328.799
15458,BUN0609,171850.971,84336.208
15389,BUN0610,171878.218,84347.068
15426,BUN0611,171906.591,84357.816
15399,BUN0612,171972.425,84383.505
15432,BUN0613,172063.571,84418.696
15441,BUN0614,172104.289,84434.867
15444,BUN0615,172134.221,84445.918
15451,BUN0616,172159.033,84455.799
15505,BUN0617,172175.632,84462.055
15465,BUN0618,172198.761,84470.758
15468,BUN0619,172216.448,84478.101
15487,BUN0620,172338.386,84525.289
15495,BUN0621,172429.375,84560.604
15341,BUN0622,172449.761,84571.916
15338,BUN0623,172475.605,84578.109
15334,BUN0624,172496.893,84586.194
15343,BUN0625,172524.872,84596.499
15366,BUN0626,172542.006,84603.920
15367,BUN0627,172571.420,84615.052
15365,BUN0628,172589.990,84623.044
15352,BUN0629,172625.586,84636.055
15364,BUN0630,172654.506,84647.882
15363,BUN0631,172667.773,84652.719
15371,BUN0632,172694.080,84662.945
15368,BUN0633,172703.442,84669.963
15369,BUN0634,172729.285,84676.216
15370,BUN0635,172741.988,84681.552
15372,BUN0636,172760.766,84688.360
15374,BUN0637,172797.549,84702.804
15373,BUN0638,172840.703,84719.279
15375,BUN0639,172891.319,84738.962
15376,BUN0640,172924.385,84752.956
15377,BUN0641,172941.680,84758.959
15378,BUN0642,172971.296,84769.940
15381,BUN0643,173013.811,84785.696
15379,BUN0644,173026.709,84792.380
15380,BUN0645,173060.747,84803.511
15382,BUN0646,173100.155,84819.843
15383,BUN0647,173119.859,84828.489
15361,BUN0648,173172.879,84848.024
15414,BUN0649,173218.222,84864.966
15559,BUN0650,173213.034,84867.711
15579,BUN0651,173247.213,84876.557
15593,BUN0652,173289.540,84893.955
15299,BUN0653,173348.118,84916.079
15308,BUN0654,173353.676,84972.831
15320,BUN0655,173357.556,85008.493
15316,BUN0656,173363.587,85051.952
15322,BUN0657,173390.266,85113.795
15324,BUN0658,173397.902,85131.870
15329,BUN0659,173412.273,85167.446
15312,BUN0660,173440.629,85235.227
15315,BUN0661,173474.279,85315.316
15321,BUN0662,173501.998,85382.765
15356,BUN0663,173522.274,85430.630
15328,BUN0664,173537.596,85468.582
15336,BUN0665,173547.777,85489.460
15346,BUN0666,173585.492,85502.843
15349,BUN0667,173604.586,85509.840
16001,BUN0668,173634.704,85521.619
16003,BUN0669,173663.306,85530.991
16005,BUN0670,173680.218,85538.052
16007,BUN0671,173688.781,85541.689
16010,BUN0672,173704.409,85547.039
16012,BUN0673,173738.156,85559.293
16017,BUN0674,173777.311,85573.992
16023,BUN0675,173814.229,85587.923
16026,BUN0676,173846.768,85620.913
16032,BUN0677,173867.289,85656.982
16033,BUN0678,173885.200,85688.975
16035,BUN0679,173896.071,85707.607
16036,BUN0680,173919.703,85749.972
16041,BUN0681,173958.389,85816.347
16045,BUN0682,173981.494,85857.877
16047,BUN0683,174011.008,85908.750
16051,BUN0684,174032.205,85946.323
16054,BUN0685,174050.287,85977.951
16056,BUN0686,174055.760,85988.890
16058,BUN0687,174064.424,86001.562
16062,BUN0688,174075.139,86022.216
16064,BUN0689,174085.854,86040.576
16080,BUN0690,174093.706,86054.288
16082,BUN0691,174106.411,86075.452
16169,BUN0692,174120.052,86100.014
16084,BUN0693,174128.072,86114.101
16086,BUN0694,174142.035,86137.242
16088,BUN0695,174153.761,86159.119
16090,BUN0696,174167.050,86182.558
16091,BUN0697,174193.676,86208.980
16098,BUN0698,174215.763,86229.873
16095,BUN0699,174239.427,86253.131
16100,BUN0700,174265.057,86279.649
16101,BUN0701,174298.107,86311.546
16103,BUN0702,174332.038,86343.865
16105,BUN0703,174352.796,86355.036
16107,BUN0704,174433.138,86368.083
16108,BUN0705,174501.922,86378.160
16111,BUN0706,174558.872,86386.665
16114,BUN0707,174607.054,86393.992
16116,BUN0708,174632.624,86396.864
16117,BUN0709,174632.885,86401.042
16119,BUN0710,174676.777,86404.697
16121,BUN0711,174769.510,86418.096
16122,BUN0712,174798.983,86438.325
16124,BUN0713,174824.696,86454.690
16125,BUN0714,174847.574,86469.846
16127,BUN0715,174896.867,86504.187
16129,BUN0716,175001.180,86576.198
16130,BUN0717,175017.816,86581.169
16133,BUN0718,175029.297,86628.446
16135,BUN0719,175047.972,86689.526
16136,BUN0720,175094.126,86836.625
16137,BUN0721,175118.106,86914.423
16138,BUN0722,175165.427,86963.634
16141,BUN0723,175188.734,86988.943
16131,BUN0724,175208.301,87008.787
16143,BUN0725,175223.839,87026.619
16145,BUN0726,175258.346,87061.630
16146,BUN0727,175292.594,87099.099
16147,BUN0728,175320.826,87127.779
16148,BUN0729,175368.482,87177.777
16149,BUN0730,175397.580,87210.960
16150,BUN0731,175409.666,87223.924
16151,BUN0732,175424.438,87233.499
16152,BUN0733,175464.053,87261.460
16153,BUN0734,175508.450,87294.864
16154,BUN0735,175543.782,87319.312
16155,BUN0736,175566.430,87334.705
16156,BUN0737,175589.030,87351.466
16160,BUN0738,175631.678,87383.435
16161,BUN0739,175672.604,87408.620
16159,BUN0740,175700.625,87424.343
16164,BUN0741,175731.596,87443.506
16165,BUN0742,175787.363,87476.336
15392,BUN0743,175821.983,87495.615
15396,BUN0744,175846.218,87509.456
15402,BUN0745,175875.398,87527.252
15419,BUN0746,175929.364,87558.768
15428,BUN0747,175973.732,87584.742
15430,BUN0748,176000.037,87600.580
15435,BUN0749,176023.489,87613.567
15439,BUN0750,176042.338,87625.385
15447,BUN0751,176057.828,87634.094
15452,BUN0752,176079.772,87646.996
15461,BUN0753,176097.521,87656.995
15480,BUN0754,176111.075,87664.736
15486,BUN0755,176121.079,87671.509
15491,BUN0756,176142.378,87682.798
15502,BUN0757,176167.631,87698.419
15516,BUN0758,176222.129,87730.014
15525,BUN0759,176305.513,87774.752
15541,BUN0760,176303.865,87780.682
15548,BUN0761,176374.560,87819.305
15573,BUN0762,176391.428,87829.263
15580,BUN0763,176421.388,87846.422
15587,BUN0764,176469.864,87875.695
15607,BUN0765,176514.931,87901.239
15610,BUN0766,176548.900,87922.968
15612,BUN0767,176571.320,87940.623
15639,BUN0768,176598.961,87961.086
15631,BUN0769,176632.795,87986.363
15636,BUN0770,176654.746,88004.811
15643,BUN0771,176691.535,88031.272
15649,BUN0772,176885.836,88178.014
15651,BUN0773,176907.525,88192.145
15656,BUN0774,176922.552,88202.084
15658,BUN0775,176936.032,88210.477
15662,BUN0776,177017.334,88263.530
15665,BUN0777,177097.563,88306.953
15645,BUN0778,177122.951,88321.606
15648,BUN0779,177144.763,88324.823
15668,BUN0780,177148.697,88331.613
15674,BUN0781,177169.452,88341.875
15679,BUN0782,177194.390,88349.232
15692,BUN0783,177233.684,88366.548
15698,BUN0784,177265.629,88379.610
15717,BUN0785,177290.677,88390.857
15702,BUN0786,177312.663,88400.543
15705,BUN0787,177328.702,88407.413
15710,BUN0788,177343.137,88413.596
15713,BUN0789,177378.194,88428.253
15726,BUN0790,177422.790,88447.332
15741,BUN0791,177462.223,88464.276
15743,BUN0792,177542.071,88479.355
15748,BUN0793,177591.162,88487.305
15752,BUN0794,177601.076,88487.861
15761,BUN0795,177634.172,88493.726
15841,BUN0796,177661.075,88498.297
15846,BUN0797,177696.517,88503.534
15852,BUN0798,177740.511,88510.315
15856,BUN0799,177770.810,88515.603
15862,BUN0800,177796.780,88519.208
15866,BUN0801,177833.718,88524.345
15872,BUN0802,177824.226,88527.264
15876,BUN0803,177858.644,88528.954
15880,BUN0804,177883.056,88533.834
15886,BUN0805,177937.409,88541.852
15891,BUN0806,177965.446,88546.790
15896,BUN0807,177991.401,88550.846
15899,BUN0808,178028.696,88556.458
15905,BUN0809,178062.382,88562.871
15910,BUN0810,178096.031,88567.717
15912,BUN0811,178120.642,88571.750
15918,BUN0812,178167.736,88579.053
15924,BUN0813,178248.851,88592.673
15926,BUN0814,178306.574,88590.769
15931,BUN0815,178324.616,88594.118
15936,BUN0816,178383.163,88589.583
15940,BUN0817,178404.372,88588.177
15946,BUN0818,178427.311,88586.093
15951,BUN0819,178454.838,88584.009
15956,BUN0820,178473.857,88608.036
15960,BUN0821,178495.970,88631.716
15961,BUN0822,178515.529,88653.009
15963,BUN0823,178529.461,88668.227
15966,BUN0824,178551.523,88691.362
15969,BUN0825,178569.252,88710.834
15972,BUN0826,178584.607,88727.389
15979,BUN0827,178599.438,88743.247
15982,BUN0828,178613.845,88759.532
15985,BUN0829,178668.795,88818.107
15074,BUN0830,178717.041,88871.152
15080,BUN0831,178775.005,88933.573
15087,BUN0832,178818.281,88979.946
15101,BUN0833,178845.039,89010.624
15094,BUN0834,178881.192,89049.891
15108,BUN0835,178957.566,89067.945
15113,BUN0836,179014.959,89067.493
15117,BUN0837,179051.112,89067.493
15120,BUN0838,179067.381,89067.945
15129,BUN0839,179084.101,89068.396
15136,BUN0840,179104.437,89068.396
15153,BUN0841,179140.721,89066.011
15162,BUN0842,179144.137,89072.550
15167,BUN0843,179162.640,89068.570
15173,BUN0844,179194.523,89069.139
15186,BUN0845,179257.138,89070.412
15188,BUN0846,179280.311,89070.412
15192,BUN0847,179302.912,89070.126
15197,BUN0848,179325.799,89070.126
15202,BUN0849,179336.956,89070.412
15208,BUN0850,179371.001,89069.269
15211,BUN0851,179468.006,89076.777
15215,BUN0852,179518.545,89081.939
15219,BUN0853,179536.923,89083.660
15224,BUN0854,179561.331,89085.954
15227,BUN0855,179587.749,89088.822
15230,BUN0856,179640.873,89093.984
15234,BUN0857,179688.540,89098.860
15250,BUN0858,179778.941,89109.009
15258,BUN0859,179871.174,89112.751
15264,BUN0860,180085.562,89123.987
15296,BUN0861,180107.283,89124.910
15268,BUN0862,180130.851,89127.218
15272,BUN0863,180152.571,89127.218
15275,BUN0864,180216.346,89130.910
15278,BUN0865,180262.559,89134.141
15281,BUN0866,180274.113,89135.064
15284,BUN0867,180288.901,89135.064
15288,BUN0868,180307.386,89135.064
15291,BUN0869,180359.607,89139.679
15967,BUN0870,180502.985,89146.944
15977,BUN0871,180617.649,89137.225
15995,BUN0872,180641.950,89130.224
16000,BUN0873,180681.206,89125.556
16006,BUN0874,180731.210,89118.088
16015,BUN0875,180769.998,89112.488
16020,BUN0876,180820.003,89103.620
16027,BUN0877,180871.409,89096.152
16030,BUN0878,180906.770,89090.786
16034,BUN0879,180912.329,89086.403
16038,BUN0880,180932.515,89087.864
15945,BUN0881,180993.811,89078.385
15939,BUN0882,181057.581,89069.394
15933,BUN0883,181081.588,89063.399
15930,BUN0884,181136.355,89058.154
15953,BUN0885,181227.883,89057.405
15921,BUN0886,181285.651,89058.154
15914,BUN0887,181327.664,89058.904
15909,BUN0888,181374.929,89059.653
15902,BUN0889,181417.692,89058.904
15885,BUN0890,181500.968,89058.154
15892,BUN0891,181625.826,89063.109
15889,BUN0892,181654.546,89070.163
15868,BUN0893,181703.983,89079.097
15864,BUN0894,181754.832,89086.621
15859,BUN0895,181801.444,89096.025
15858,BUN0896,181838.639,89103.079
15854,BUN0897,181881.484,89109.662
15850,BUN0898,181923.387,89117.656
15879,BUN0899,181958.699,89122.829
15875,BUN0900,182011.294,89132.829
15847,BUN0901,182064.224,89140.853
15848,BUN0902,182094.469,89148.405
15842,BUN0903,182110.537,89151.709
15839,BUN0904,182119.247,89160.114
15837,BUN0905,182133.003,89172.906
15836,BUN0906,182139.644,89178.591
15835,BUN0907,182145.811,89182.381
15834,BUN0908,182169.528,89204.173
15833,BUN0909,182176.644,89209.384
15831,BUN0910,182183.759,89216.017
15830,BUN0911,182190.399,89223.123
15829,BUN0912,182206.053,89235.914
15828,BUN0913,182225.976,89252.021
15827,BUN0914,182282.593,89301.865
15826,BUN0915,182293.544,89310.899
15727,BUN0916,182304.019,89319.934
15723,BUN0917,182317.826,89331.822
15720,BUN0918,182325.444,89337.053
15718,BUN0919,182346.393,89348.465
15682,BUN0920,182374.008,89368.437
15670,BUN0921,182419.144,89415.709
15619,BUN0922,182453.117,89449.161
15616,BUN0923,182481.348,89480.224
15613,BUN0924,182501.923,89501.251
15605,BUN0925,182672.023,89674.654
15602,BUN0926,182755.591,89690.004
15599,BUN0927,182855.051,89701.545
15596,BUN0928,182855.618,89707.960
15582,BUN0929,182891.135,89709.847
15572,BUN0930,182944.546,89717.591
15562,BUN0931,182978.472,89748.752
15608,BUN0932,183039.098,89807.565
15553,BUN0933,183097.352,89863.405
15547,BUN0934,183122.096,89886.290
15536,BUN0935,183139.512,89904.295
15522,BUN0936,183165.928,89927.522
15526,BUN0937,183154.451,89921.218
15518,BUN0938,183195.267,89953.460
15511,BUN0939,183207.535,89965.100
15509,BUN0940,183212.136,89964.181
15504,BUN0941,183236.672,89988.686
15496,BUN0942,183271.319,90013.784
15492,BUN0943,183294.153,90039.421
15483,BUN0944,183332.672,90072.628
15476,BUN0945,183389.624,90120.495
15469,BUN0946,183461.378,90182.181
15462,BUN0947,183523.513,90236.998
15454,BUN0948,183558.509,90266.645
15034,BUN0949,183581.373,90310.985
15027,BUN0950,183615.854,90385.278
15012,BUN0951,183669.561,90502.527
15004,BUN0952,183719.338,90610.492
15001,BUN0953,183749.220,90677.196
14997,BUN0954,183774.976,90732.152
15991,BUN0955,183795.713,90777.394
15988,BUN0956,183818.119,90817.592
15986,BUN0957,183834.020,90842.117
15983,BUN0958,183901.542,90942.446
15965,BUN0959,183938.926,90997.797
15957,BUN0960,183973.543,91051.111
15949,BUN0961,184008.593,91103.946
15941,BUN0962,184043.665,91155.838
15932,BUN0963,184069.720,91193.308
15928,BUN0964,184088.299,91220.653
15922,BUN0965,184102.641,91242.464
15919,BUN0966,184119.264,91267.205
15906,BUN0967,184169.082,91337.849
15901,BUN0968,184212.085,91382.821
15897,BUN0969,184229.796,91401.164
15678,BUN0970,184243.243,91415.577
15669,BUN0971,184261.610,91434.576
15996,BUN0972,184314.642,91489.739
15618,BUN0973,184468.874,91674.044
15614,BUN0974,184578.011,91835.860
15609,BUN0975,184648.902,91951.302
15603,BUN0976,184734.083,92091.854
15600,BUN0977,184748.082,92191.142
15595,BUN0978,184751.482,92295.898
15590,BUN0979,184754.157,92416.088
15585,BUN0980,184757.510,92505.205
15569,BUN0981,184758.600,92569.997
15560,BUN0982,184687.550,92638.631
15556,BUN0983,184655.813,92714.049
15549,BUN0984,184667.321,92777.560
15544,BUN0985,184680.657,92848.752
15537,BUN0986,184689.994,92892.087
15533,BUN0987,184695.197,92919.193
15530,BUN0988,184700.017,92946.356
15524,BUN0989,184704.837,92973.518
15515,BUN0990,184709.312,92997.929
15510,BUN0991,184714.587,93021.690
15500,BUN0992,184718.042,93039.636
15494,BUN0993,184723.571,93066.555
15479,BUN0994,184731.864,93113.489
15477,BUN0995,184777.769,93143.886
15472,BUN0996,184818.002,93171.944
15467,BUN0997,184839.506,93186.493
15460,BUN0998,184863.784,93202.427
15453,BUN0999,184897.774,93227.021
15437,BUN1000,184943.959,93258.105
15434,BUN1001,184998.036,93295.409
15431,BUN1002,185050.440,93331.044
15425,BUN1003,185095.596,93361.667
15421,BUN1004,185147.443,93397.858
15416,BUN1005,185187.024,93424.026
15413,BUN1006,185218.692,93477.124
15406,BUN1007,185220.791,93499.487
15400,BUN1008,185223.240,93520.103
15393,BUN1009,185227.438,93535.827
15390,BUN1010,185226.039,93547.358
15388,BUN1011,185228.138,93566.925
15386,BUN1012,185229.537,93578.456
15273,BUN1013,185234.699,93626.309
15251,BUN1014,185240.011,93677.111
15259,BUN1015,185242.831,93699.290
15245,BUN1016,185247.765,93745.406
15237,BUN1017,185252.166,93785.131
15221,BUN1018,185264.180,93838.068
15179,BUN1019,185284.958,93928.709
15176,BUN1020,185302.168,94006.626
15170,BUN1021,185312.002,94052.278
15157,BUN1022,185317.746,94080.959
15152,BUN1023,185324.064,94110.788
15142,BUN1024,185328.730,94131.056
15138,BUN1025,185335.966,94159.241
15126,BUN1026,185345.734,94186.703
15115,BUN1027,185350.438,94226.812
15122,BUN1028,185348.267,94234.039
15104,BUN1029,185372.814,94324.486
15096,BUN1030,185390.596,94403.557
15093,BUN1031,185392.345,94428.594
15089,BUN1032,185403.422,94463.529
15086,BUN1033,185413.916,94514.185
15082,BUN1034,185411.713,94610.377
15077,BUN1035,185409.509,94688.499
15071,BUN1036,185409.087,94717.271
15069,BUN1037,185408.394,94750.227
15066,BUN1038,185407.702,94781.570
15064,BUN1039,185407.702,94796.089
15057,BUN1040,185406.612,94845.904
15054,BUN1041,185404.929,94933.240
15039,BUN1042,185402.333,95002.140
15052,BUN1043,185402.110,95037.658
15032,BUN1044,185401.673,95046.972
15029,BUN1045,185401.608,95069.449
15021,BUN1046,185400.674,95092.316
15015,BUN1047,185399.973,95126.384
15013,BUN1048,185398.813,95177.015
15010,BUN1049,185398.064,95229.394
15007,BUN1050,185396.924,95265.922
15006,BUN1051,185396.689,95280.010
15003,BUN1052,185396.217,95293.083
15290,BUN1053,185391.317,95507.820
15287,BUN1054,185390.292,95567.118
15285,BUN1055,185389.842,95590.358
15282,BUN1056,185347.931,96031.614
15280,BUN1057,185343.323,96031.856
15267,BUN1058,185341.868,96060.194
15277,BUN1059,185343.740,96088.097
15271,BUN1060,185342.280,96101.711
15263,BUN1061,185337.440,96140.705
15242,BUN1062,185334.286,96193.884
15240,BUN1063,185333.796,96234.980
15231,BUN1064,185327.918,96235.958
15247,BUN1065,185333.908,96266.595
15229,BUN1066,185327.524,96271.990
15222,BUN1067,185326.597,96301.576
15217,BUN1068,185325.233,96339.984
15236,BUN1069,185322.179,96385.158
15212,BUN1070,185320.077,96421.402
15209,BUN1071,185319.282,96446.818
15204,BUN1072,185316.896,96470.248
15257,BUN1073,185331.897,96523.347
15200,BUN1074,185341.787,96534.538
15198,BUN1075,185353.045,96545.531
15194,BUN1076,185380.066,96575.019
15190,BUN1077,185406.906,96603.026
15187,BUN1078,185423.330,96621.830
15184,BUN1079,185463.221,96663.565
15182,BUN1080,185505.389,96708.086
15165,BUN1081,185528.279,96733.354
15160,BUN1082,185563.454,96772.279
15156,BUN1083,185579.981,96788.785
15154,BUN1084,185595.702,96803.278
15151,BUN1085,185594.896,96807.304
15148,BUN1086,185620.694,96833.069
15147,BUN1087,185628.756,96847.965
15145,BUN1088,185652.941,96867.289
15130,BUN1089,185676.592,96892.640
15140,BUN1090,185708.908,96926.851
15134,BUN1091,185748.333,96974.617
15119,BUN1092,185769.550,96997.119
15121,BUN1093,185777.480,97006.317
15118,BUN1094,185768.783,97005.806
15116,BUN1095,185786.690,97023.179
15114,BUN1096,185799.225,97037.742
15123,BUN1097,185807.199,97047.019
15112,BUN1098,185818.740,97061.618
15111,BUN1099,185828.998,97073.912
15110,BUN1100,185835.666,97081.596
15124,BUN1101,185844.898,97093.378
15109,BUN1102,185858.490,97109.002
15106,BUN1103,185868.987,97121.861
15105,BUN1104,185883.808,97140.776
15102,BUN1105,185905.628,97183.127
15098,BUN1106,185935.482,97246.173
15092,BUN1107,185964.527,97311.441
15090,BUN1108,185994.231,97376.708
15083,BUN1109,186028.095,97449.191
15079,BUN1110,186063.829,97525.856
15078,BUN1111,186091.566,97587.237
15085,BUN1112,186100.642,97606.404
15020,BUN1113,186106.089,97618.059
15076,BUN1114,186114.128,97635.154
15075,BUN1115,186122.427,97652.766
15195,BUN1116,186139.759,97689.792
15073,BUN1117,186147.048,97706.430
15072,BUN1118,186152.775,97720.469
15070,BUN1119,186165.269,97745.686
15068,BUN1120,186180.681,97779.523
15100,BUN1121,186192.367,97804.116
15067,BUN1122,186213.235,97849.551
15063,BUN1123,186234.521,97896.653
15061,BUN1124,186247.515,97923.789
15044,BUN1125,186263.015,97956.842
15058,BUN1126,186272.231,97977.343
15060,BUN1127,186316.720,98073.075
15038,BUN1128,186377.386,98203.419
15035,BUN1129,186405.049,98264.457
15031,BUN1130,186435.296,98329.997
15030,BUN1131,186457.004,98377.197
15028,BUN1132,186468.969,98405.365
15025,BUN1133,186491.190,98451.032
15024,BUN1134,186560.209,98601.005
15018,BUN1135,186586.773,98703.964
15016,BUN1136,186585.423,98728.489
15014,BUN1137,186583.535,98748.703
15011,BUN1138,186582.995,98772.150
15009,BUN1139,186581.336,98803.062
15008,BUN1140,186579.601,98842.050
15005,BUN1141,186572.755,98951.358
15002,BUN1142,186598.935,99029.287
15000,BUN1143,186613.320,99070.210
14999,BUN1144,186628.157,99112.483
14998,BUN1145,186635.278,99129.717
