3515,MKR001,MKR1231,MKR001,0.064,0.167,32000000,100,100
3544,MKR002,MKR1232,MKR002,0.000,0.090,32000000,100,80
3545,MKR003,MKR1233,MKR003,0.000,0.038,32000000,100,80
3546,MKR004,MKR1234,MKR004,0.107,0.401,32000000,100,100
3547,MKR005,MKR1235,MKR005,0.000,0.069,32000000,100,80
3548,MKR006,MKR1236,MKR006,0.000,0.073,32000000,100,80
3549,MKR007,MKR1237,MKR007,0.018,0.085,32000000,100,100
3550,MKR008,MKR1238,MKR008,0.000,0.017,32000000,100,80
3570,MKR009,MKR1239,MKR009,0.012,0.062,32000000,100,80
3551,MKR010,MKR1240,MKR010,0.038,0.130,32000000,100,100
7019,MKR011,MKR1241,MKR011,0.000,0.025,32000000,100,80
3553,MKR012,MKR1242,MKR012,0.001,0.045,32000000,100,80
3554,MKR013,MKR1243,MKR013,0.030,0.112,32000000,100,100
3555,MKR014,MKR1244,MKR014,0.000,0.023,32000000,100,80
3556,MKR015,MKR1245,MKR015,0.017,0.048,32000000,100,100
3557,MKR016,MKR1246,MKR016,0.041,0.129,32000000,100,100
3558,MKR017,MKR1247,MKR017,0.000,0.074,32000000,100,80
3559,MKR018,MKR1248,MKR018,0.000,0.034,32000000,100,80
3560,MKR019,MKR1249,MKR019,0.000,0.010,32000000,100,80
3561,MKR020,MKR1250,MKR020,0.036,0.120,32000000,100,80
3562,MKR021,MKR1251,MKR021,0.008,0.117,32000000,100,80
3563,MKR022,MKR1252,MKR022,0.013,0.124,32000000,100,80
3565,MKR023,MKR1253,MKR023,0.062,0.172,32000000,100,100
3575,MKR024,MKR1254,MKR024,0.000,0.059,32000000,100,80
3566,MKR025,MKR1255,MKR025,0.033,0.171,32000000,100,80
3576,MKR026,MKR1256,MKR026,0.000,0.056,32000000,100,80
3577,MKR027,MKR1257,MKR027,0.067,0.271,32000000,100,80
3578,MKR028,MKR1258,MKR028,0.016,0.147,32000000,100,80
3579,MKR029,MKR1259,MKR029,0.057,0.229,32000000,100,80
3580,MKR030,MKR1260,MKR030,0.027,0.120,32000000,100,80
3581,MKR031,MKR1261,MKR031,0.000,0.011,32000000,100,80
3583,MKR032,MKR1262,MKR032,0.037,0.185,32000000,100,80
3585,MKR033,MKR1263,MKR033,0.049,0.245,32000000,100,80
3586,MKR034,MKR1264,MKR034,0.020,0.101,32000000,100,80
3588,MKR035,MKR1265,MKR035,0.023,0.094,32000000,100,80
3589,MKR036,MKR1266,MKR036,0.000,0.025,32000000,100,80
3590,MKR037,MKR1267,MKR037,0.036,0.176,32000000,100,80
3591,MKR038,MKR1268,MKR038,0.000,0.032,32000000,100,80
3592,MKR039,MKR1269,MKR039,0.013,0.066,32000000,100,80
3593,MKR040,MKR1270,MKR040,0.021,0.076,32000000,100,80
3594,MKR041,MKR1271,MKR041,0.012,0.062,32000000,100,80
3595,MKR042,MKR1272,MKR042,0.024,0.118,32000000,100,80
3599,MKR043,MKR1273,MKR043,0.031,0.162,32000000,100,80
3600,MKR044,MKR1274,MKR044,0.031,0.121,27000000,100,80
3601,MKR045,MKR1275,MKR045,0.006,0.052,27000000,100,100
3598,MKR046,MKR1276,MKR046,0.000,0.011,27000000,100,80
3602,MKR047,MKR1277,MKR047,0.000,0.014,27000000,100,80
3603,MKR048,MKR1278,MKR048,0.042,0.209,27000000,100,80
3604,MKR049,MKR1279,MKR049,0.044,0.204,27000000,100,80
3605,MKR050,MKR1280,MKR050,0.018,0.079,27000000,100,80
3606,MKR051,MKR1281,MKR051,0.000,0.030,27000000,100,80
3607,MKR052,MKR1282,MKR052,0.027,0.107,27000000,100,80
3608,MKR053,MKR1283,MKR053,0.000,0.020,27000000,100,80
3609,MKR054,MKR1284,MKR054,0.030,0.144,27000000,100,80
3610,MKR055,MKR1285,MKR055,0.000,0.013,27000000,100,80
3611,MKR056,MKR1286,MKR056,0.048,0.218,27000000,100,80
3613,MKR057,MKR1287,MKR057,0.000,0.020,27000000,100,80
3615,MKR058,MKR1288,MKR058,0.021,0.101,27000000,100,80
3616,MKR059,MKR1289,MKR059,0.044,0.222,27000000,100,80
3618,MKR060,MKR1290,MKR060,0.020,0.107,27000000,100,80
3619,MKR061,MKR1291,MKR061,0.047,0.142,27000000,100,80
3620,MKR062,MKR1292,MKR062,0.024,0.105,27000000,100,80
3622,MKR063,MKR1293,MKR063,0.004,0.058,27000000,100,80
3623,MKR064,MKR1294,MKR064,0.001,0.066,27000000,100,80
3625,MKR065,MKR1295,MKR065,0.061,0.181,27000000,100,100
3626,MKR066,MKR1296,MKR066,0.009,0.128,27000000,100,80
3627,MKR067,MKR1297,MKR067,0.000,0.003,27000000,100,80
3628,MKR068,MKR1298,MKR068,0.016,0.089,27000000,100,80
3629,MKR069,MKR1299,MKR069,0.040,0.205,27000000,100,100
3630,MKR070,MKR1300,MKR070,0.029,0.123,27000000,100,100
3631,MKR071,MKR1301,MKR071,0.000,0.014,27000000,100,80
3632,MKR072,MKR1302,MKR072,0.000,0.041,27000000,100,80
3633,MKR073,MKR1303,MKR073,0.000,0.024,27000000,100,80
3634,MKR074,MKR1304,MKR074,0.173,0.673,27000000,100,80
3635,MKR075,MKR1305,MKR075,0.000,0.044,27000000,100,80
3636,MKR076,MKR1306,MKR076,0.001,0.114,27000000,100,100
3637,MKR077,MKR1307,MKR077,0.011,0.062,27000000,100,80
3638,MKR078,MKR1308,MKR078,0.144,0.684,27000000,100,80
3639,MKR079,MKR1309,MKR079,0.073,0.249,27000000,100,80
3640,MKR080,MKR1310,MKR080,0.001,0.098,27000000,100,80
3641,MKR081,MKR1311,MKR081,0.000,0.007,27000000,100,80
3643,MKR082,MKR1312,MKR082,0.008,0.081,27000000,100,80
3644,MKR083,MKR1313,MKR083,0.000,0.034,27000000,100,80
3645,MKR084,MKR1314,MKR084,0.036,0.092,27000000,100,80
3647,MKR085,MKR1315,MKR085,0.047,0.192,27000000,100,80
3649,MKR086,MKR1316,MKR086,0.012,0.154,27000000,100,80
3650,MKR087,MKR1317,MKR087,0.012,0.130,27000000,100,80
3651,MKR088,MKR1318,MKR088,0.000,0.011,27000000,100,80
3652,MKR089,MKR1319,MKR089,0.051,0.205,27000000,100,100
3653,MKR090,MKR1320,MKR090,0.037,0.153,27000000,100,80
3654,MKR091,MKR1321,MKR091,0.013,0.136,27000000,100,80
3656,MKR092,MKR1322,MKR092,0.034,0.077,27000000,100,100
3657,MKR093,MKR1323,MKR093,0.022,0.072,27000000,100,80
3658,MKR094,MKR1324,MKR094,0.003,0.084,27000000,100,80
3659,MKR095,MKR1325,MKR095,0.024,0.123,27000000,100,80
3660,MKR096,MKR1326,MKR096,0.057,0.260,27000000,100,80
3662,MKR097,MKR1327,MKR097,0.380,1.893,27000000,100,80
3663,MKR098,MKR1328,MKR098,0.000,0.064,30000000,100,80
3664,MKR099,MKR1329,MKR099,0.136,0.560,28000000,100,100
3666,MKR100,MKR1330,MKR100,0.000,0.021,28000000,100,80
3665,MKR101,MKR1331,MKR101,0.007,0.065,28000000,100,80
3667,MKR102,MKR1332,MKR102,0.002,0.077,28000000,100,80
3668,MKR103,MKR1333,MKR103,0.029,0.101,28000000,100,100
3669,MKR104,MKR1334,MKR104,0.008,0.140,28000000,100,80
3670,MKR105,MKR1335,MKR105,0.063,0.283,28000000,100,100
3671,MKR106,MKR1336,MKR106,0.048,0.184,28000000,100,80
3672,MKR107,MKR1337,MKR107,0.019,0.092,28000000,100,80
3673,MKR108,MKR1338,MKR108,0.020,0.067,28000000,100,80
3674,MKR109,MKR1339,MKR109,0.000,0.030,28000000,100,80
3675,MKR110,MKR1340,MKR110,0.042,0.181,28000000,100,80
3676,MKR111,MKR1341,MKR111,0.000,0.035,28000000,100,80
3677,MKR112,MKR1342,MKR112,0.021,0.083,28000000,100,80
3678,MKR113,MKR1343,MKR113,0.000,0.027,28000000,100,80
3679,MKR114,MKR1344,MKR114,0.147,0.743,28000000,100,80
3680,MKR115,MKR1345,MKR115,0.027,0.121,28000000,100,80
3681,MKR116,MKR1346,MKR116,0.062,0.308,30000000,100,80
3682,MKR117,MKR1347,MKR117,0.030,0.152,30000000,100,80
3683,MKR118,MKR1348,MKR118,0.011,0.057,30000000,100,80
3684,MKR119,MKR1349,MKR119,0.023,0.113,30000000,100,80
3685,MKR120,MKR1350,MKR120,0.023,0.102,30000000,100,80
3686,MKR121,MKR1351,MKR121,0.074,0.276,30000000,100,80
7021,MKR122,MKR1352,MKR122,0.000,0.036,30000000,100,80
3687,MKR123,MKR1353,MKR123,0.000,0.023,30000000,100,80
3688,MKR124,MKR1354,MKR124,0.000,0.046,30000000,100,80
3689,MKR125,MKR1355,MKR125,0.000,0.018,30000000,100,80
3690,MKR126,MKR1356,MKR126,0.047,0.183,30000000,100,100
3691,MKR127,MKR1357,MKR127,0.004,0.067,30000000,100,80
3708,MKR128,MKR1358,MKR128,0.056,0.202,30000000,100,80
3712,MKR129,MKR1359,MKR129,0.000,0.034,30000000,100,80
3728,MKR129,MKR1360,MKR129,0.000,0.016,30000000,100,80
3730,MKR130,MKR1361,MKR130,0.000,0.034,30000000,100,80
3733,MKR131,MKR1362,MKR131,0.112,0.533,30000000,100,80
3734,MKR132,MKR1363,MKR132,0.000,0.020,30000000,100,80
3736,MKR133,MKR1364,MKR133,0.022,0.110,30000000,100,80
3738,MKR134,MKR1365,MKR134,0.001,0.044,30000000,100,80
3740,MKR135,MKR1366,MKR135,0.118,0.487,30000000,100,100
3742,MKR136,MKR1367,MKR136,0.009,0.128,30000000,100,80
3743,MKR137,MKR1368,MKR137,0.120,0.517,30000000,100,80
3744,MKR138,MKR1369,MKR138,0.000,0.011,30000000,100,80
3745,MKR139,MKR1370,MKR139,0.000,0.037,30000000,100,80
3746,MKR140,MKR1371,MKR140,0.000,0.009,30000000,100,80
3747,MKR141,MKR1372,MKR141,0.102,0.493,30000000,100,80
3748,MKR142,MKR1373,MKR142,0.036,0.134,30000000,100,80
3750,MKR143,MKR1374,MKR143,0.009,0.080,30000000,100,100
3752,MKR144,MKR1375,MKR144,0.000,0.014,30000000,100,80
3753,MKR145,MKR1376,MKR145,0.019,0.054,30000000,100,80
3757,MKR146,MKR1377,MKR146,0.000,0.053,30000000,100,80
3759,MKR147,MKR1378,MKR147,0.013,0.062,30000000,100,80
3761,MKR148,MKR1379,MKR148,0.017,0.079,30000000,100,80
3762,MKR149,MKR1380,MKR149,0.024,0.122,30000000,100,80
3763,MKR150,MKR1381,MKR150,0.012,0.066,30000000,100,80
3765,MKR151,MKR1382,MKR151,0.029,0.116,30000000,100,80
3766,MKR152,MKR1383,MKR152,0.005,0.054,30000000,100,80
3767,MKR153,MKR1384,MKR153,0.024,0.105,30000000,100,80
3768,MKR154,MKR1385,MKR154,0.000,0.047,30000000,100,80
3769,MKR155,MKR1386,MKR155,0.029,0.128,30000000,100,80
3770,MKR156,MKR1387,MKR156,0.022,0.151,30000000,100,80
3772,MKR157,MKR1388,MKR157,0.037,0.108,30000000,100,80
3773,MKR158,MKR1389,MKR158,0.000,0.085,30000000,100,80
3774,MKR159,MKR1390,MKR159,0.027,0.099,30000000,100,80
3775,MKR160,MKR1391,MKR160,0.025,0.093,30000000,100,100
3776,MKR161,MKR1392,MKR161,0.009,0.181,30000000,100,80
3777,MKR162,MKR1393,MKR162,0.000,0.023,30000000,100,80
3779,MKR163,MKR1394,MKR163,0.050,0.146,30000000,100,80
3780,MKR164,MKR1395,MKR164,0.047,0.102,30000000,100,100
3781,MKR165,MKR1396,MKR165,0.016,0.164,30000000,100,80
3784,MKR166,MKR1397,MKR166,0.031,0.143,30000000,100,80
3786,MKR167,MKR1398,MKR167,0.126,0.524,30000000,100,80
3787,MKR168,MKR1399,MKR168,0.000,0.026,30000000,100,80
3788,MKR169,MKR1400,MKR169,0.027,0.147,30000000,100,80
3789,MKR170,MKR1401,MKR170,0.002,0.069,30000000,100,80
3790,MKR171,MKR1402,MKR171,0.000,0.008,30000000,100,80
3791,MKR172,MKR1403,MKR172,0.000,0.017,30000000,100,80
3792,MKR173,MKR1404,MKR173,0.040,0.162,30000000,100,100
3793,MKR174,MKR1405,MKR174,0.027,0.118,30000000,100,80
3794,MKR175,MKR1406,MKR175,0.004,0.044,30000000,100,80
3802,MKR176,MKR1407,MKR176,0.035,0.167,30000000,100,80
3803,MKR177,MKR1408,MKR177,0.000,0.037,30000000,100,80
3804,MKR178,MKR1409,MKR178,0.000,0.003,30000000,100,80
3805,MKR179,MKR1410,MKR179,0.057,0.144,30000000,100,100
3806,MKR180,MKR1411,MKR180,0.000,0.065,30000000,100,80
3807,MKR181,MKR1412,MKR181,0.000,0.030,30000000,100,80
3808,MKR182,MKR1413,MKR182,0.025,0.162,30000000,100,100
3809,MKR183,MKR1414,MKR183,0.068,0.320,30000000,100,100
3810,MKR184,MKR1415,MKR184,0.000,0.022,30000000,100,80
3811,MKR185,MKR1416,MKR185,0.043,0.210,30000000,100,80
3812,MKR186,MKR1417,MKR186,0.020,0.086,30000000,100,80
3813,MKR187,MKR1418,MKR187,0.000,0.029,30000000,100,80
3814,MKR188,MKR1419,MKR188,0.150,0.739,30000000,100,80
3816,MKR189,MKR1420,MKR189,0.176,0.881,32000000,100,80
3823,MKR190,MKR1421,MKR190,0.050,0.236,32000000,100,80
3826,MKR191,MKR1422,MKR191,0.069,0.397,32000000,100,80
3828,MKR192,MKR1423,MKR192,0.180,0.952,32000000,100,80
3830,MKR193,MKR1424,MKR193,0.000,0.004,32000000,100,80
3831,MKR194,MKR1425,MKR194,0.000,0.035,32000000,100,80
3832,MKR195,MKR1426,MKR195,0.064,0.186,32000000,100,80
3834,MKR196,MKR1427,MKR196,0.041,0.154,32000000,100,80
3835,MKR197,MKR1428,MKR197,0.141,0.770,32000000,100,80
3836,MKR198,MKR1429,MKR198,0.045,0.202,32000000,100,80
3837,MKR199,MKR1430,MKR199,0.025,0.092,32000000,100,80
3838,MKR200,MKR1431,MKR200,0.000,0.066,32000000,100,80
3840,MKR201,MKR1432,MKR201,0.049,0.170,32000000,100,80
7020,MKR202,MKR1433,MKR202,0.000,0.039,32000000,100,80
3842,MKR204,MKR1435,MKR204,0.000,0.027,32000000,100,80
3843,MKR205,MKR1436,MKR205,0.062,0.272,32000000,100,80
3845,MKR206,MKR1437,MKR206,0.058,0.334,32000000,100,80
3846,MKR207,MKR1438,MKR207,0.041,0.133,32000000,100,80
3848,MKR208,MKR1439,MKR208,0.000,0.067,32000000,100,80
3849,MKR209,MKR1440,MKR209,0.000,0.089,32000000,100,80
3850,MKR210,MKR1441,MKR210,0.034,0.144,32000000,100,100
3851,MKR211,MKR1442,MKR211,0.000,0.039,32000000,100,80
3853,MKR212,MKR1443,MKR212,0.047,0.109,32000000,100,100
3855,MKR213,MKR1444,MKR213,0.000,0.023,32000000,100,80
3856,MKR214,MKR1445,MKR214,0.000,0.041,32000000,100,80
3857,MKR215,MKR1446,MKR215,0.034,0.139,32000000,100,80
3858,MKR216,MKR1447,MKR216,0.028,0.098,32000000,100,80
3859,MKR217,MKR1448,MKR217,0.025,0.109,32000000,100,80
3860,MKR218,MKR1449,MKR218,0.001,0.077,32000000,100,80
3861,MKR219,MKR1450,MKR219,0.041,0.113,32000000,100,100
3863,MKR220,MKR1451,MKR220,0.028,0.136,32000000,100,80
3864,MKR221,MKR1452,MKR221,0.037,0.143,32000000,100,80
3865,MKR222,MKR1453,MKR222,0.028,0.087,32000000,100,80
3867,MKR223,MKR1454,MKR223,0.000,0.006,32000000,100,80
3871,MKR224,MKR1455,MKR224,0.205,1.192,32000000,100,80
3873,MKR225,MKR1456,MKR225,0.353,1.801,32000000,100,80
3874,MKR226,MKR1457,MKR226,0.125,0.619,32000000,100,100
3876,MKR227,MKR1458,MKR227,0.440,2.161,38000000,100,80
3878,MKR228,MKR1459,MKR228,0.244,1.220,38000000,100,80
3879,MKR229,MKR1460,MKR229,0.076,0.382,38000000,100,80
3885,MKR230,MKR1461,MKR230,0.240,1.201,38000000,100,80
3915,MKR231,MKR1462,MKR231,0.052,0.261,38000000,100,80
3919,MKR232,MKR1463,MKR232,0.080,0.402,38000000,100,80
3930,MKR233,MKR1464,MKR233,0.130,0.652,38000000,100,80
6362,MKR234,MKR1465,MKR234,0.283,1.414,42000000,100,80
6361,MKR235,MKR1466,MKR235,6.005,0,42000000,100,100
6367,MKRD003,MKR0291,MKRD003,0.0372,0.1929,30000000,100,80
6368,MKRD004,MKR0292,MKRD004,0.0665,0.3133,30000000,100,80
6369,MKRD005,MKR0293,MKRD005,0.0000,0.0158,30000000,100,100
6370,MKRD006,MKR0294,MKRD006,0.0137,0.0647,30000000,100,80
6371,MKRD007,MKR0295,MKRD007,0.0244,0.0718,30000000,100,80
6462,MKRD008,MKR0296,MKRD008,0.0000,0.0491,30000000,100,100
6373,MKRD009,MKR0297,MKRD009,0.0650,0.3127,30000000,100,80
6435,MKRD010,MKR0298,MKRD010,0.0335,0.1602,30000000,100,80
6372,MKRD011,MKR0299,MKRD011,0.0061,0.0656,30000000,100,80
6374,MKRD011,MKR0300,MKRD011,0.0375,0.1718,30000000,100,80
6375,MKRD012,MKR0301,MKRD012,0.0215,0.1427,30000000,100,80
6376,MKRD013,MKR0302,MKRD013,0.0140,0.0448,30000000,100,80
6377,MKRD014,MKR0303,MKRD014,0.0309,0.1694,30000000,100,80
6378,MKRD015,MKR0304,MKRD015,0.0297,0.1064,30000000,100,80
6379,MKRD016,MKR0305,MKRD016,0.0000,0.0012,30000000,100,80
6380,MKRD017,MKR0306,MKRD017,0.0517,0.2442,30000000,100,80
6381,MKRD018,MKR0307,MKRD018,0.0015,0.0377,30000000,100,100
6382,MKRD019,MKR0308,MKRD019,0.0323,0.1296,30000000,100,80
6383,MKRD020,MKR0309,MKRD020,0.0579,0.3458,30000000,100,80
6384,MKRD021,MKR0310,MKRD021,0.0518,0.1390,30000000,100,80
6385,MKRD022,MKR0311,MKRD022,0.0111,0.1045,30000000,100,80
6386,MKRD023,MKR0312,MKRD023,0.0190,0.1057,30000000,100,80
6387,MKRD024,MKR0313,MKRD024,0.0000,0.0322,30000000,100,80
6388,MKRD025,MKR0314,MKRD025,0.0241,0.1238,30000000,100,80
6389,MKRD026,MKR0315,MKRD026,0.0338,0.1691,30000000,100,80
6390,MKRD027,MKR0316,MKRD027,0.0406,0.2029,30000000,100,80
6391,MKRD028,MKR0317,MKRD028,0.0211,0.0893,30000000,100,80
6392,MKRD029,MKR0318,MKRD029,0.0000,0.0429,30000000,100,80
6393,MKRD030,MKR0319,MKRD030,0.2324,1.0553,30000000,100,80
6394,MKRD031,MKR0320,MKRD031,0.0031,0.0943,30000000,100,80
6395,MKRD032,MKR0321,MKRD032,0.0000,0.0890,30000000,100,80
6396,MKRD033,MKR0322,MKRD033,0.0256,0.1159,30000000,100,100
6397,MKRD034,MKR0323,MKRD034,0.0327,0.1511,30000000,100,100
6398,MKRD035,MKR0324,MKRD035,0.0316,0.1468,30000000,100,80
6399,MKRD036,MKR0325,MKRD036,0.3134,1.4176,26000000,100,80
6400,MKRD037,MKR0326,MKRD037,0.0000,0.0103,26000000,100,80
6401,MKRD038,MKR0327,MKRD038,0.0000,0.0321,26000000,100,80
6402,MKRD039,MKR0328,MKRD039,0.0011,0.0527,26000000,100,80
6403,MKRD040,MKR0329,MKRD040,0.0095,0.0897,26000000,100,80
6404,MKRD041,MKR0330,MKRD041,0.0049,0.0357,26000000,100,80
6405,MKRD042,MKR0331,MKRD042,0.2954,1.4657,26000000,100,80
6406,MKRD043,MKR0332,MKRD043,0.1500,0.7500,26000000,100,80
6407,MKRD044,MKR0333,MKRD044,0.1064,0.5320,26000000,100,80
6408,MKRD045,MKR0334,MKRD045,0.0991,0.4957,26000000,100,80
6409,MKRD046,MKR0335,MKRD046,0.0284,0.1464,26000000,100,80
6410,MKRD047,MKR0336,MKRD047,0.0341,0.1825,26000000,100,80
6411,MKRD048,MKR0337,MKRD048,0.0598,0.2322,26000000,100,80
6412,MKRD049,MKR0338,MKRD049,0.0021,0.0867,26000000,100,80
6413,MKRD050,MKR0339,MKRD050,0.0164,0.0749,26000000,100,80
6414,MKRD051,MKR0340,MKRD051,0.0456,0.1809,26000000,100,100
6415,MKRD052,MKR0341,MKRD052,0.0000,0.0452,26000000,100,80
6416,MKRD053,MKR0342,MKRD053,0.0000,0.0110,26000000,100,100
6417,MKRD054,MKR0343,MKRD054,0.0128,0.0213,26000000,100,100
6418,MKRD055,MKR0344,MKRD055,0.0400,0.1619,26000000,100,80
6419,MKRD056,MKR0345,MKRD056,0.0000,0.0528,26000000,100,80
6420,MKRD057,MKR0346,MKRD057,0.0492,0.2103,26000000,100,100
6421,MKRD058,MKR0347,MKRD058,0.0000,0.0041,26000000,100,80
6422,MKRD059,MKR0348,MKRD059,0.0013,0.0743,26000000,100,100
6423,MKRD060,MKR0349,MKRD060,0.2701,1.2833,26000000,100,80
6424,MKRD061,MKR0350,MKRD061,0.0000,0.0309,26000000,100,80
6425,MKRD062,MKR0351,MKRD062,0.0642,0.3135,26000000,100,80
6426,MKRD063,MKR0352,MKRD063,0.0168,0.0739,26000000,100,80
6427,MKRD064,MKR0353,MKRD064,0.0034,0.0659,26000000,100,80
6428,MKRD065,MKR0354,MKRD065,0.0508,0.2000,26000000,100,80
6429,MKRD066,MKR0355,MKRD066,0.0335,0.1901,26000000,100,80
6430,MKRD067,MKR0356,MKRD067,0.1043,0.5218,26000000,100,80
6431,MKRD068,MKR0357,MKRD068,0.0710,0.3131,26000000,100,80
6432,MKRD069,MKR0358,MKRD069,0.0000,0.0429,26000000,100,80
6433,MKRD070,MKR0359,MKRD070,0.0288,0.1422,24000000,100,80
6434,MKRD071,MKR0360,MKRD071,0.0266,0.1332,24000000,100,80
6437,MKRD072,MKR0361,MKRD072,0.0537,0.2684,24000000,100,80
6438,MKRD073,MKR0362,MKRD073,0.0394,0.1971,24000000,100,80
6439,MKRD074,MKR0363,MKRD074,0.0637,0.3033,24000000,100,80
6440,MKRD075,MKR0364,MKRD075,0.0000,0.0154,24000000,100,80
6441,MKRD076,MKR0365,MKRD076,0.0847,0.3968,24000000,100,80
6442,MKRD077,MKR0366,MKRD077,0.0000,0.0247,24000000,100,80
6443,MKRD078,MKR0367,MKRD078,0.0387,0.1614,24000000,100,80
6444,MKRD079,MKR0368,MKRD079,0.0000,0.0188,24000000,100,80
6445,MKRD080,MKR0369,MKRD080,0.0000,0.0168,24000000,100,80
6446,MKRD081,MKR0370,MKRD081,0.0025,0.0495,24000000,100,80
6447,MKRD082,MKR0371,MKRD082,0.0177,0.0525,24000000,100,80
6448,MKRD083,MKR0372,MKRD083,0.0245,0.0759,24000000,100,80
6449,MKRD084,MKR0373,MKRD084,0.0028,0.1176,24000000,100,80
6450,MKRD085,MKR0374,MKRD085,0.0168,0.0408,24000000,100,80
6452,MKRD086,MKR0375,MKRD086,0.0221,0.1078,24000000,100,80
6453,MKRD087,MKR0376,MKRD087,0.0272,0.1223,24000000,100,80
6454,MKRD088,MKR0377,MKRD088,0.0528,0.2641,24000000,100,80
6455,MKRD089,MKR0378,MKRD089,0.0027,0.0847,24000000,100,80
6457,MKRD090,MKR0379,MKRD090,0.0235,0.0588,24000000,100,80
6458,MKRD091,MKR0380,MKRD091,0.0000,0.0144,24000000,100,80
6459,MKRD092,MKR0381,MKRD092,0.0434,0.1688,24000000,100,80
6460,MKRD093,MKR0382,MKRD093,0.0000,0.0728,24000000,100,80
6461,MKRD094,MKR0383,MKRD094,0.1266,0.4864,24000000,100,100
6463,MKRD095,MKR0384,MKRD095,0.0266,0.0827,24000000,100,80
6464,MKRD096,MKR0385,MKRD096,0.0000,0.0490,24000000,100,80
6465,MKRD097,MKR0386,MKRD097,0.0000,0.0572,24000000,100,80
6466,MKRD098,MKR0387,MKRD098,0.0000,0.0600,24000000,100,100
6467,MKRD099,MKR0388,MKRD099,0.0260,0.1133,24000000,100,80
6468,MKRD100,MKR0389,MKRD100,0.0844,0.5036,24000000,100,80
6469,MKRD101,MKR0390,MKRD101,0.0265,0.1229,24000000,100,80
6470,MKRD102,MKR0391,MKRD102,0.0243,0.1191,24000000,100,100
6471,MKRD103,MKR0392,MKRD103,0.0697,0.2653,24000000,100,100
